Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/21/2022,07/22/2022,ENGLEWOOD WINE MERCHANTS,Shopping,Sale,-126.72,
07/21/2022,07/22/2022,NYCDOT PARKNYC,Bills & Utilities,Sale,-1.65,
07/19/2022,07/21/2022,TOPS DINER,Food & Drink,Sale,-89.47,
07/19/2022,07/20/2022,SHOPRITE PALISDESPK S1,Groceries,Sale,-5.41,
07/20/2022,07/20/2022,Payment Thank You-Mobile,,Payment,2879.54,
07/14/2022,07/15/2022,AMC ONLINE 9640,Entertainment,Sale,-25.54,
07/14/2022,07/14/2022,Payment Thank You-Mobile,,Payment,1000.00,
07/13/2022,07/13/2022,Payment Thank You-Mobile,,Payment,2000.00,
07/08/2022,07/10/2022,CHICK-FIL-A #03966,Food & Drink,Sale,-127.21,
07/06/2022,07/08/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.40,
07/06/2022,07/08/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-2.40,
07/06/2022,07/07/2022,SUSHI AOSUSHI AOKI LLC,Food & Drink,Sale,-500.00,
07/05/2022,07/07/2022,FUDGARTEN,Food & Drink,Sale,-25.59,
07/05/2022,07/06/2022,MOOD FOOD,Food & Drink,Sale,-32.79,
07/04/2022,07/04/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-151.25,
06/29/2022,07/04/2022,MAVI`S PIZZA AND PASTA,Food & Drink,Sale,-14.93,
07/01/2022,07/03/2022,NJ MOTOR VEHICLE PAY,Bills & Utilities,Sale,-53.03,
06/30/2022,07/03/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.90,
07/02/2022,07/03/2022,CHRIST IN YOUTH,Entertainment,Sale,-2856.00,
06/29/2022,07/01/2022,SAMBONG NAENG MYUN,Food & Drink,Sale,-26.02,
06/29/2022,06/30/2022,PALISADES PARK NJ PARKIN,Travel,Sale,-0.75,
06/29/2022,06/30/2022,FORT LEE PARKING AUTH,Travel,Sale,-1.50,
06/28/2022,06/29/2022,BUFFALOS CHICKEN,Food & Drink,Sale,-39.69,
06/27/2022,06/29/2022,8984 RETRO FITNESS,Health & Wellness,Sale,-31.98,
06/28/2022,06/28/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,213.70,
06/28/2022,06/28/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,18.93,
06/28/2022,06/28/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,130.55,
06/27/2022,06/28/2022,MITSUWA MRKTPLACE NJ,Groceries,Sale,-18.16,
06/27/2022,06/28/2022,MITSUWA-GONBEI NJ,Groceries,Sale,-21.83,
06/26/2022,06/28/2022,SHERATON,Travel,Sale,-469.55,
06/28/2022,06/28/2022,AMC ONLINE 9640,Entertainment,Sale,-20.79,
06/26/2022,06/27/2022,ENTERPRISE RENT-A-CAR,Travel,Sale,-96.76,
06/26/2022,06/27/2022,BARTOLOMEO DELI INC,Food & Drink,Sale,-138.18,
06/25/2022,06/27/2022,TST* Buck Tui 75th Street,Food & Drink,Sale,-71.09,
06/24/2022,06/26/2022,JOES KANSAS CITY BBQ-KCK,Food & Drink,Sale,-35.55,
06/23/2022,06/24/2022,SQ *TRUGLORY?,Personal,Sale,-41.00,
06/22/2022,06/24/2022,CHICK-FIL-A #03966,Food & Drink,Sale,-27.29,
06/22/2022,06/24/2022,SWEETGREEN SHOPS AT RI,Food & Drink,Sale,-24.42,
06/22/2022,06/23/2022,THE GANGNAM SIGNATURE LLC,Food & Drink,Sale,-14.18,
06/20/2022,06/22/2022,SAMBONG NAENG MYUN,Food & Drink,Sale,-26.02,
06/20/2022,06/22/2022,UNITED      0162419375218,Travel,Sale,-700.20,
06/17/2022,06/20/2022,BARTOLOMEO DELI INC,Food & Drink,Sale,-77.08,
06/18/2022,06/20/2022,YEDANG,Food & Drink,Sale,-65.00,
06/17/2022,06/19/2022,MYUNGDONG NOODLE HOUSE,Food & Drink,Sale,-45.17,
06/17/2022,06/19/2022,COSTCO WHSE #1214,Shopping,Sale,-140.19,
06/18/2022,06/19/2022,RUBY ENGLEWOOD LLC,Shopping,Sale,-25.50,
06/17/2022,06/19/2022,DELTA PALISADES PARK,Gas,Sale,-57.47,
06/17/2022,06/17/2022,Payment Thank You-Mobile,,Payment,27.44,
06/16/2022,06/17/2022,CL *Chase Travel,Travel,Sale,-178.65,
06/15/2022,06/17/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.90,
06/16/2022,06/17/2022,SQ *RAMEN MATSU,Food & Drink,Sale,-44.09,
06/15/2022,06/17/2022,Pete's Meats and Grill,Food & Drink,Sale,-10.67,
06/14/2022,06/16/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.90,
06/15/2022,06/15/2022,Payment Thank You-Mobile,,Payment,29.51,
06/14/2022,06/15/2022,AMC ONLINE 9640,Entertainment,Sale,-25.54,
06/09/2022,06/10/2022,PHUHROO,Food & Drink,Sale,-33.17,
06/08/2022,06/10/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
06/09/2022,06/09/2022,LYFT   *1 RIDE 06-07,Travel,Sale,-9.93,
06/07/2022,06/08/2022,MAVEN CENTER,Health & Wellness,Return,30.00,
06/08/2022,06/08/2022,LYFT   *1 RIDE 06-06,Travel,Sale,-15.56,
06/06/2022,06/06/2022,Payment Thank You-Mobile,,Payment,706.63,
06/03/2022,06/05/2022,SAIGON KITCHEN,Food & Drink,Sale,-31.39,
06/03/2022,06/05/2022,MMUSA LLC,Food & Drink,Sale,-30.48,
06/03/2022,06/05/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.90,
06/01/2022,06/03/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
06/01/2022,06/03/2022,STARBUCKS STORE 00846,Food & Drink,Sale,-9.17,
06/01/2022,06/02/2022,SQ *CHOFI TAQUERIA LLC,Food & Drink,Sale,-22.39,
05/31/2022,06/01/2022,PICCOLO GASTRONOMIA IT,Groceries,Sale,-45.02,
05/30/2022,05/31/2022,TRADER JOE'S #606  QPS,Groceries,Sale,-34.34,
05/29/2022,05/30/2022,SPEEDWAY 03481,Gas,Sale,-57.76,
05/27/2022,05/30/2022,BARTOLOMEO DELI INC,Food & Drink,Sale,-77.08,
05/25/2022,05/27/2022,FINKS BBQ SMOKEHOUSE,Food & Drink,Sale,-30.89,
05/25/2022,05/27/2022,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.90,
05/24/2022,05/26/2022,SWEETGREEN SHOPS AT RI,Food & Drink,Sale,-27.62,
05/25/2022,05/26/2022,MAVEN CENTER,Health & Wellness,Sale,-30.00,
05/24/2022,05/25/2022,EVERGREEN FINE FRESH FOOD,Food & Drink,Sale,-23.32,
05/22/2022,05/24/2022,JUICE JOURNEY CAFE,Food & Drink,Sale,-7.73,
05/22/2022,05/24/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-54.77,
05/22/2022,05/23/2022,SPEEDWAY 03481,Gas,Sale,-55.39,
05/22/2022,05/23/2022,TRADER JOE'S #606  QPS,Groceries,Sale,-30.83,
05/21/2022,05/23/2022,ACME 1856,Groceries,Sale,-21.27,
05/21/2022,05/23/2022,SAMBONG NAENG MYUN,Food & Drink,Sale,-26.02,
05/21/2022,05/22/2022,BR FACTORY US 1917,Shopping,Sale,-69.98,
05/21/2022,05/22/2022,ALDI 60183  BERGENFIEL,Groceries,Sale,-3.75,
05/18/2022,05/19/2022,AMC ONLINE 9640,Entertainment,Sale,-12.78,
05/16/2022,05/16/2022,Payment Thank You-Mobile,,Payment,34.14,
05/14/2022,05/15/2022,AMC ONLINE 9640,Entertainment,Sale,-25.54,
05/13/2022,05/13/2022,Payment Thank You-Mobile,,Payment,724.97,
05/12/2022,05/13/2022,FASTRAK CSC,Travel,Sale,-8.60,
05/11/2022,05/12/2022,76 - AVIATION 76,Gas,Sale,-31.91,
05/10/2022,05/12/2022,SUSHI GO GO,Food & Drink,Sale,-22.78,
05/10/2022,05/12/2022,STARBUCKS STORE 16446,Food & Drink,Sale,-2.25,
05/10/2022,05/11/2022,WHOLEFDS MBU#10441,Groceries,Sale,-12.00,
05/10/2022,05/11/2022,SQ *3THYME,Food & Drink,Sale,-9.86,
05/08/2022,05/10/2022,KUSAKABE,Food & Drink,Sale,-471.91,
05/09/2022,05/10/2022,SQ *BRECK?S,Groceries,Sale,-7.00,
05/09/2022,05/10/2022,WAL-MART #3248     SE2,Shopping,Sale,-29.43,
05/09/2022,05/10/2022,NATIONAL CAR RENTAL,Travel,Sale,-97.74,
05/09/2022,05/09/2022,Payment Thank You-Mobile,,Payment,655.21,
05/08/2022,05/09/2022,AMC ONLINE 9640,Entertainment,Sale,-16.09,
05/08/2022,05/09/2022,TARGET        00025841,Shopping,Sale,-24.00,
05/05/2022,05/08/2022,OROBAE,Food & Drink,Sale,-13.70,
05/07/2022,05/08/2022,Stags Leap Wine Cellars,Food & Drink,Sale,-149.99,
05/08/2022,05/08/2022,AMC ONLINE 9640,Entertainment,Return,6.50,
05/06/2022,05/08/2022,SQ *BRECK?S,Groceries,Sale,-8.00,
05/05/2022,05/08/2022,STARBUCKS STORE 06859,Food & Drink,Sale,-4.75,
05/07/2022,05/08/2022,WHOLEFDS NPA 10288,Groceries,Sale,-5.10,
05/06/2022,05/08/2022,NATIONAL CAR RENTAL,Travel,Sale,-97.94,
05/06/2022,05/08/2022,CNP*GQ BOX,Bills & Utilities,Sale,-53.31,
05/05/2022,05/06/2022,INSIT COFFEE,Food & Drink,Sale,-6.60,
05/04/2022,05/05/2022,SQ *KUMQUAT,Food & Drink,Sale,-7.00,
05/04/2022,05/05/2022,YORK RAMEN 5051,Food & Drink,Sale,-39.62,
05/02/2022,05/04/2022,DLR FANTASYLAND,Food & Drink,Sale,-5.00,
05/04/2022,05/04/2022,LYFT   *1 RIDE 05-02,Travel,Sale,-21.76,
05/03/2022,05/04/2022,HANBAT SHUL LUNG TANG,Food & Drink,Sale,-42.00,
05/02/2022,05/04/2022,DLR MILK STAND,Food & Drink,Sale,-17.22,
05/02/2022,05/02/2022,Payment Thank You-Mobile,,Payment,1380.89,
04/30/2022,05/02/2022,WENDY'S #103,Food & Drink,Sale,-11.14,
04/30/2022,05/02/2022,8 GAH SOON DAE,Food & Drink,Sale,-24.08,
05/01/2022,05/02/2022,SQ *SALT AND STRAW,Food & Drink,Sale,-14.95,
05/01/2022,05/02/2022,SQ *MENOTTI'S VENICE BEAC,Food & Drink,Sale,-9.00,
04/30/2022,05/02/2022,HANGARI BAJIRAK KALGOOK,Food & Drink,Sale,-130.55,
04/29/2022,05/01/2022,SHOPRITE PALISDESPK S1,Groceries,Sale,-32.02,
04/29/2022,05/01/2022,TACO BELL 039109,Food & Drink,Sale,-23.07,
04/27/2022,04/28/2022,CVS/PHARMACY #10379,Health & Wellness,Sale,-4.27,
04/26/2022,04/27/2022,DELTA PALISADES PARK,Gas,Sale,-47.09,
04/25/2022,04/27/2022,THE HOME DEPOT 983,Home,Sale,-6.38,
04/26/2022,04/27/2022,AMZN Mktp US*1O70439W0,Shopping,Sale,-19.18,
04/27/2022,04/27/2022,SQ *KAPOWUI,Entertainment,Sale,-30.00,
04/26/2022,04/26/2022,AMZN Mktp US*1Q1134651,Shopping,Sale,-19.46,
04/24/2022,04/25/2022,MCDONALD'S F3630,Food & Drink,Sale,-87.27,
04/23/2022,04/25/2022,TACO BELL 039101,Food & Drink,Sale,-10.21,
04/24/2022,04/25/2022,BROWNSTONE PANCAKE FACT,Food & Drink,Sale,-104.56,
04/24/2022,04/24/2022,PARKMOBILE,Travel,Sale,-1.95,
04/21/2022,04/24/2022,TST* Nicks Fish House,Food & Drink,Sale,-120.65,
04/23/2022,04/24/2022,BOWLER CITY LOUNGE,Food & Drink,Sale,-66.04,
04/23/2022,04/24/2022,METHOD CLIMBING,Health & Wellness,Sale,-9.60,
04/22/2022,04/24/2022,SQ *WHITE MANNA INC.,Food & Drink,Sale,-30.55,
04/22/2022,04/24/2022,TRAVEL RESERVATION,Travel,Sale,-30.30,
04/23/2022,04/24/2022,BOWLER CITY,Food & Drink,Sale,-177.00,
04/24/2022,04/24/2022,PARKMOBILE,Travel,Sale,-3.45,
04/21/2022,04/24/2022,SUNOCO 0394956702,Gas,Sale,-43.22,
04/21/2022,04/22/2022,HUONG BINH BAKERY AND DEL,Food & Drink,Sale,-13.78,
04/21/2022,04/22/2022,SAIGON BAKERY,Food & Drink,Sale,-19.77,
04/20/2022,04/22/2022,SHEETZ 0243   00002436,Gas,Sale,-3.41,
04/20/2022,04/21/2022,BLT STEAK,Food & Drink,Sale,-386.70,
04/20/2022,04/21/2022,COSTCO WHSE #0233,Shopping,Sale,-79.45,
04/19/2022,04/20/2022,PARKMOBILE,Travel,Sale,-5.05,
04/19/2022,04/20/2022,PARKMOBILE,Travel,Sale,-3.90,
04/20/2022,04/20/2022,PARKMOBILE,Travel,Sale,-1.28,
04/19/2022,04/19/2022,Payment Thank You-Mobile,,Payment,366.47,
04/19/2022,04/19/2022,PARKMOBILE,Travel,Sale,-1.28,
04/16/2022,04/18/2022,BOROUGH OF CLIFFSIDE PARK,Travel,Sale,-1.00,
04/16/2022,04/17/2022,AMC ONLINE 9640,Entertainment,Sale,-12.89,
04/14/2022,04/15/2022,AMC ONLINE 9640,Entertainment,Sale,-25.54,
04/13/2022,04/14/2022,AIRBNB  HM2WH8HFFN,Travel,Sale,-522.15,
04/12/2022,04/14/2022,BAR HARBOR GRAND HOTEL,Travel,Return,195.11,
04/11/2022,04/12/2022,Payment Thank You-Mobile,,Payment,239.71,
04/07/2022,04/07/2022,AMC ONLINE 9640,Entertainment,Sale,-6.50,
04/07/2022,04/07/2022,AMC ONLINE 9640,Entertainment,Sale,-13.85,
04/05/2022,04/06/2022,BAR HARBOR GRAND HOTEL,Travel,Sale,-195.11,
04/05/2022,04/05/2022,Payment Thank You-Mobile,,Payment,535.76,
04/04/2022,04/05/2022,APPLE.COM/BILL,Entertainment,Sale,-5.32,
04/03/2022,04/05/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-18.93,
04/01/2022,04/04/2022,JUBILEE RESTAURANT,Food & Drink,Sale,-213.70,
04/02/2022,04/04/2022,SHABURO,Food & Drink,Sale,-126.48,
04/02/2022,04/03/2022,PALISADES PARK NJ PARKIN,Travel,Sale,-0.75,
04/01/2022,04/03/2022,FOOD EXPRESS TOBYHANNA,Gas,Sale,-51.76,
03/31/2022,04/01/2022,H MART - LEONIA,Groceries,Sale,-40.97,
03/31/2022,04/01/2022,SPEEDWAY 03481,Gas,Sale,-4.58,
03/31/2022,04/01/2022,SQ *CRIS ELLIOTT LLC DBA,Food & Drink,Sale,-69.31,
03/31/2022,04/01/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-28.21,
03/30/2022,03/30/2022,Payment Thank You-Mobile,,Payment,2119.02,
03/27/2022,03/29/2022,SAMBONG NAENG MYUN,Food & Drink,Sale,-26.02,
03/28/2022,03/29/2022,AMZN Digital*165JL1791,Shopping,Sale,-9.99,
03/27/2022,03/29/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-26.30,
03/28/2022,03/29/2022,AMZN Mktp US*1689L9UP1,Shopping,Sale,-33.98,
03/27/2022,03/28/2022,Amazon.com*1N62L2I82,Shopping,Sale,-26.98,
03/27/2022,03/28/2022,BROWNSTONE PANCAKE FACT,Food & Drink,Sale,-90.77,
03/27/2022,03/28/2022,BERGEN BOULEVARD BAGELS,Food & Drink,Sale,-10.50,
03/26/2022,03/27/2022,AMC ONLINE 9640,Entertainment,Sale,-6.93,
03/25/2022,03/27/2022,PALISADES PARK BOROUGH M,Bills & Utilities,Sale,-30.90,
03/24/2022,03/25/2022,CASHSTAR SEPHORA EGIFT,Shopping,Sale,-100.00,
03/23/2022,03/24/2022,CHRIST IN YOUTH,Entertainment,Sale,-910.00,
03/21/2022,03/23/2022,EL OAXAQUENO,Food & Drink,Sale,-30.65,
03/20/2022,03/22/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-28.16,
03/21/2022,03/21/2022,AMC ONLINE 9640,Entertainment,Sale,-31.98,
03/20/2022,03/21/2022,BERGEN BOULEVARD BAGELS,Food & Drink,Sale,-10.50,
03/20/2022,03/21/2022,CAFASSO'S FAIRWAY M,Groceries,Sale,-26.96,
03/20/2022,03/21/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-3.32,
03/18/2022,03/21/2022,BARTOLOMEO DELI INC,Food & Drink,Sale,-132.52,
03/18/2022,03/21/2022,SAMBONG NAENG MYUN,Food & Drink,Sale,-36.02,
03/17/2022,03/20/2022,FUDGARTEN,Food & Drink,Sale,-28.79,
03/19/2022,03/20/2022,SQ *KOFFEEWAGON PARTNERS,Groceries,Sale,-4.80,
03/18/2022,03/20/2022,NATURE REPUBLIC,Shopping,Sale,-37.32,
03/19/2022,03/20/2022,AMC ONLINE 9640,Entertainment,Sale,-12.89,
03/18/2022,03/20/2022,USPS PO 3324310602,Shopping,Sale,-14.97,
03/18/2022,03/18/2022,AMC ONLINE 9640,Entertainment,Sale,-15.99,
03/18/2022,03/18/2022,AMC ONLINE 9640,Entertainment,Return,15.99,
03/17/2022,03/18/2022,MOOD FOOD,Food & Drink,Sale,-34.12,
03/17/2022,03/18/2022,E DENTAL,Health & Wellness,Sale,-45.00,
03/16/2022,03/17/2022,SPEEDWAY 03481,Gas,Sale,-50.42,
03/16/2022,03/17/2022,METRO COMMUNITY CHURCH,Gifts & Donations,Sale,-160.00,
03/16/2022,03/17/2022,AMC ONLINE 9640,Entertainment,Sale,-8.95,
03/16/2022,03/17/2022,AMZN Mktp US*1Z1SD4562,Shopping,Sale,-1.15,
03/16/2022,03/16/2022,Payment Thank You-Mobile,,Payment,38.36,
03/15/2022,03/16/2022,DEAR HAN CAFE,Food & Drink,Sale,-4.08,
03/15/2022,03/16/2022,NYCDOT PARKNYC,Bills & Utilities,Sale,-1.50,
03/15/2022,03/16/2022,AMZN Mktp US*1Z7VI07S0,Shopping,Sale,-39.99,
03/15/2022,03/16/2022,NYCDOT PARKNYC,Bills & Utilities,Sale,-2.65,
03/15/2022,03/16/2022,AMZN Mktp US*1N59G7N21,Shopping,Sale,-99.91,
03/14/2022,03/15/2022,AMC ONLINE 9640,Entertainment,Sale,-1.06,
03/14/2022,03/15/2022,APPLE.COM/BILL,Entertainment,Sale,-5.32,
03/15/2022,03/15/2022,AMC ONLINE 9640,Entertainment,Sale,-31.98,
03/14/2022,03/14/2022,Payment Thank You-Mobile,,Payment,912.97,
03/11/2022,03/13/2022,CHICK-FIL-A #04433,Food & Drink,Sale,-367.07,
03/10/2022,03/10/2022,Payment Thank You-Mobile,,Payment,2436.76,
03/09/2022,03/10/2022,FIRST STUDENT12636,Travel,Sale,-545.90,
03/07/2022,03/08/2022,FIRST STUDENT12636,Travel,Sale,-545.90,
03/01/2022,03/02/2022,Amazon.com*1W9Z06AZ1,Shopping,Sale,-11.97,
02/24/2022,02/25/2022,IN *HAPPY PRINTING &amp; PROM,Shopping,Sale,-938.00,
02/23/2022,02/24/2022,PHO TODAY,Food & Drink,Sale,-37.88,
02/23/2022,02/24/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-3.70,
02/23/2022,02/24/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-13.27,
02/22/2022,02/23/2022,WOK BAR,Food & Drink,Sale,-37.90,
02/22/2022,02/23/2022,SHOPRITE PALISDESPK S1,Groceries,Sale,-20.52,
02/22/2022,02/23/2022,SQ *CAFE LEAH,Food & Drink,Sale,-5.50,
02/22/2022,02/23/2022,IT SHOW,Food & Drink,Sale,-46.45,
02/21/2022,02/22/2022,WAWA GAS STORE00083386,Gas,Sale,-8.62,
02/20/2022,02/22/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-14.81,
02/20/2022,02/22/2022,IHOP #4630,Food & Drink,Sale,-16.74,
02/20/2022,02/21/2022,SUNOCO 8000628602,Gas,Sale,-39.52,
02/20/2022,02/21/2022,WOK BAR,Food & Drink,Sale,-44.30,
02/17/2022,02/20/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
02/19/2022,02/20/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-9.97,
02/18/2022,02/20/2022,CHICK-FIL-A #03633,Food & Drink,Sale,-147.74,
02/17/2022,02/18/2022,AMZN Mktp US*QK37D74M3,Shopping,Sale,-56.97,
02/17/2022,02/18/2022,TST* HUMMUS ELITE,Food & Drink,Sale,-50.46,
02/16/2022,02/17/2022,AMZN Digital*6L5OA1503,Shopping,Sale,-14.15,
02/16/2022,02/17/2022,CL *Chase Travel,Travel,Sale,-247.21,
02/15/2022,02/16/2022,SQ *POKE CREW,Food & Drink,Sale,-36.57,
02/16/2022,02/16/2022,AMZN Mktp US*CV3071DK3,Shopping,Sale,-87.76,
02/14/2022,02/14/2022,Payment Thank You-Mobile,,Payment,1651.47,
02/11/2022,02/13/2022,UGPERKSMEMBERSHIP FEE,Shopping,Sale,-21.22,
02/07/2022,02/08/2022,AMZN Mktp US*FF9YL2DG3,Shopping,Sale,-33.45,
02/07/2022,02/08/2022,CNP*GQ BOX,Bills & Utilities,Sale,-53.31,
02/07/2022,02/08/2022,PALISADES PARK NJ PARKIN,Travel,Sale,-0.75,
02/06/2022,02/07/2022,AMZN Mktp US*HE87H0TW3,Shopping,Sale,-16.99,
02/05/2022,02/06/2022,SQ *FEDERAL DONUTS 2ND ST,Food & Drink,Sale,-10.10,
02/02/2022,02/04/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-9.06,
02/02/2022,02/04/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
02/02/2022,02/03/2022,ROASTD COFFEE,Shopping,Sale,-25.90,
02/03/2022,02/03/2022,NJ ROCK GYM,Health & Wellness,Sale,-70.00,
02/02/2022,02/03/2022,COSTCO WHSE #1214,Shopping,Sale,-27.48,
01/31/2022,02/01/2022,H MART BK FORT LEE,Groceries,Sale,-30.60,
01/30/2022,02/01/2022,RACEWAY  2147 61170023,Gas,Sale,-40.72,
01/30/2022,01/31/2022,H MART BK FORT LEE,Groceries,Sale,-6.97,
01/29/2022,01/30/2022,BOKKSU INC,Groceries,Sale,-29.95,
01/29/2022,01/30/2022,UNCOMMONGOODS,Shopping,Sale,-53.31,
01/28/2022,01/30/2022,HYATT REGENCY O'HARE,Travel,Sale,-1036.42,
01/29/2022,01/30/2022,H MART BK FORT LEE,Groceries,Sale,-65.24,
01/29/2022,01/30/2022,ESTHER PEREL,Shopping,Sale,-40.00,
01/27/2022,01/28/2022,COSTCO WHSE #1177,Shopping,Sale,-3.19,
01/26/2022,01/28/2022,72821 - GRANT PARK NORTH,Travel,Sale,-23.00,
01/27/2022,01/28/2022,BUDGET RENT A CAR,Travel,Sale,-103.81,
01/27/2022,01/28/2022,COSTCO WHSE #1177,Shopping,Sale,-49.15,
11/17/2021,01/27/2022,USCUSTOMS TRUSTEDTRAVELER,Bills & Utilities,Return,100.00,
01/26/2022,01/26/2022,Payment Thank You-Mobile,,Payment,561.52,
01/22/2022,01/24/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
01/18/2022,01/20/2022,KUDO SOCIETY CAFE,Food & Drink,Sale,-10.92,
01/16/2022,01/18/2022,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-32.22,
01/16/2022,01/18/2022,BOWLER CITY LOUNGE,Food & Drink,Sale,-47.59,
01/17/2022,01/18/2022,HAR LITTLE FERRY,Groceries,Sale,-74.21,
01/16/2022,01/18/2022,SO GONG DONG,Food & Drink,Sale,-83.45,
01/17/2022,01/18/2022,BOWLER CITY,Food & Drink,Sale,-160.00,
01/16/2022,01/17/2022,SHOPRITE ENGLEWOOD S1,Groceries,Sale,-5.29,
01/15/2022,01/17/2022,SQ *MAVI'S PIZZA AND PAST,Food & Drink,Sale,-19.19,
01/14/2022,01/16/2022,EIG*BLUEHOST.COM,Bills & Utilities,Sale,-17.99,
01/15/2022,01/16/2022,MMUSA LLC,Food & Drink,Sale,-98.95,
01/15/2022,01/16/2022,SHOPRITE PALISDESPK S1,Groceries,Sale,-10.86,
01/13/2022,01/13/2022,Payment Thank You-Mobile,,Payment,335.42,
01/10/2022,01/12/2022,SO GONG DONG,Food & Drink,Sale,-32.70,
01/11/2022,01/12/2022,AMZN Mktp US*RQ1QO6D73,Shopping,Sale,-11.72,
01/11/2022,01/12/2022,MEXICO RESTAURANT LLC,Food & Drink,Sale,-77.29,
01/10/2022,01/11/2022,AMZN Digital*1T8RO1HC1,Shopping,Sale,-13.19,
01/10/2022,01/11/2022,Prime Video*PN82T1GV3,Shopping,Sale,-8.52,
01/08/2022,01/10/2022,CITY OF ENGLEWOOD METE,Travel,Sale,-0.85,
01/09/2022,01/10/2022,DAYININ YERI,Food & Drink,Sale,-54.74,
01/07/2022,01/09/2022,STOP &amp; SHOP 0888,Groceries,Sale,-26.01,
01/09/2022,01/09/2022,Payment Thank You-Mobile,,Payment,460.05,
01/08/2022,01/09/2022,H MART - RIDGEFIELD,Groceries,Sale,-110.40,
01/05/2022,01/07/2022,TOUS LES JOURS,Food & Drink,Sale,-14.03,
01/04/2022,01/06/2022,EAGLE THAI CUISINE,Food & Drink,Sale,-35.75,
01/04/2022,01/06/2022,76 FORT LEE,Gas,Sale,-36.77,
01/04/2022,01/05/2022,SQ *ROAST'D COFFEE - FORT,Food & Drink,Sale,-2.95,
01/03/2022,01/04/2022,BOWLER CITY,Food & Drink,Sale,-160.00,
01/01/2022,01/02/2022,CASHSTAR SEPHORA EGIFT,Shopping,Sale,-50.00,
12/31/2021,01/02/2022,COSTCO WHSE #1214,Shopping,Sale,-48.56,
12/31/2021,01/02/2022,COSTCO WHSE #1214,Shopping,Sale,-41.72,
01/01/2022,01/02/2022,DIMSUM SEAFOOD RESTAURANT,Food & Drink,Sale,-31.65,
