Transaction Date,Post Date,Description,Category,Type,Amount,Memo
01/27/2023,01/29/2023,SOUTH AFRICAN AIRWAYS.,Travel,Sale,-2251.36,
01/28/2023,01/29/2023,BOWLER CITY,Food & Drink,Sale,-510.00,
01/27/2023,01/29/2023,SQ *WHITE MANNA INC.,Food & Drink,Sale,-20.41,
01/28/2023,01/29/2023,BOWLER CITY LOUNGE,Food & Drink,Sale,-138.00,
01/25/2023,01/27/2023,SAINT BARN STARBUCKS,Food & Drink,Sale,-4.00,
01/25/2023,01/27/2023,SAINT BARN STARBUCKS,Food & Drink,Sale,-4.74,
01/25/2023,01/27/2023,EXXONMOBIL    47969670,Gas,Sale,-44.83,
01/26/2023,01/27/2023,SOJO SPA CLUB,Health & Wellness,Sale,-90.00,
01/25/2023,01/26/2023,AIRBNB  HMB3SH3TAK,Travel,Sale,-1094.29,
01/24/2023,01/25/2023,SOJO SPA CLUB,Health & Wellness,Return,180.00,
01/22/2023,01/24/2023,STARBUCKS STORE 00846,Food & Drink,Sale,-66.79,
01/20/2023,01/24/2023,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,299.40,
01/20/2023,01/24/2023,EMIRATES AI 1762355959477,Travel,Sale,-1714.30,
01/22/2023,01/23/2023,TST* OKDONGSIK,Food & Drink,Sale,-61.87,
01/22/2023,01/23/2023,LINWOOD WINE AND LIQUOR,Food & Drink,Sale,-55.67,
01/22/2023,01/23/2023,SOJO SPA CLUB,Health & Wellness,Sale,-180.00,
01/22/2023,01/23/2023,SOJO SPA CLUB,Health & Wellness,Sale,-450.00,
01/22/2023,01/23/2023,CVS/PHARMACY #10379,Health & Wellness,Sale,-8.84,
01/22/2023,01/23/2023,BURGUNDYS CONVENIENCE STO,Groceries,Sale,-1.82,
01/22/2023,01/23/2023,EGS BAGELS INC DBA CELEB,Food & Drink,Sale,-26.50,
01/20/2023,01/22/2023,STARBUCKS STORE 00846,Food & Drink,Sale,-44.36,
01/20/2023,01/22/2023,CHICK-FIL-A #03966,Food & Drink,Sale,-143.15,
01/16/2023,01/18/2023,SHELL OIL 57545709701,Gas,Sale,-38.55,
01/16/2023,01/16/2023,Payment Thank You-Mobile,,Payment,295.88,
01/15/2023,01/16/2023,Amazon seller repay,Shopping,Sale,-0.08,
01/14/2023,01/15/2023,WEB*BLUEHOST.COM,Bills & Utilities,Sale,-19.99,
01/13/2023,01/15/2023,BARTOLOMEO DELI INC,Food & Drink,Sale,-104.39,
01/14/2023,01/15/2023,APPLE.COM/BILL,Entertainment,Sale,-0.99,
01/14/2023,01/15/2023,AMC ONLINE 9640,Entertainment,Sale,-26.60,
01/12/2023,01/13/2023,KUDO SOCIETY PK,Food & Drink,Sale,-19.65,
01/13/2023,01/13/2023,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,0.60,
01/13/2023,01/13/2023,PARKMOBILE,Travel,Sale,-0.60,
01/09/2023,01/11/2023,MOES SOUTHWEST GRILL,Food & Drink,Sale,-10.12,
01/10/2023,01/11/2023,SQ *SAZANAMI,Food & Drink,Sale,-31.66,
01/10/2023,01/11/2023,GORILLA GRILL,Food & Drink,Sale,-80.34,
01/09/2023,01/09/2023,Payment Thank You-Mobile,,Payment,1396.52,
01/08/2023,01/09/2023,Amazon seller repay,Shopping,Sale,-2.14,
01/06/2023,01/08/2023,DOMINO'S 4537,Food & Drink,Sale,-53.81,
01/06/2023,01/08/2023,FLUFFIES HOT CHICKEN &amp; F,Food & Drink,Sale,-45.60,
01/04/2023,01/06/2023,FLUFFIES HOT CHICKEN &amp; F,Food & Drink,Sale,-43.67,
01/04/2023,01/05/2023,COURSRAVJR5C6L6ORY82I,Education,Sale,-59.00,
01/02/2023,01/04/2023,HAKKI BABA TURKISH RESTAU,Food & Drink,Sale,-37.88,
01/02/2023,01/03/2023,SCRIMBA,Education,Sale,-112.00,
01/01/2023,01/03/2023,CKO*Patreon* Membership,Entertainment,Sale,-14.99,
01/01/2023,01/02/2023,Amazon seller repay,Shopping,Sale,-1.14,
12/30/2022,01/01/2023,COSTCO WHSE #0729,Shopping,Sale,-116.33,
12/31/2022,01/01/2023,SQ *SAZANAMI,Food & Drink,Sale,-36.25,
